UPC11,Material description
73390567342,OAS ASTIG 8.6 -0.25 -1.75/100 6P RX
73390567343,OAS ASTIG 8.6 -0.25 -1.75/110 6P RX
73390567344,OAS ASTIG 8.6 -0.25 -1.75/120 6P RX
73390567345,OAS ASTIG 8.6 -0.25 -1.75/130 6P RX
73390567346,OAS ASTIG 8.6 -0.25 -1.75/140 6P RX
73390567347,OAS ASTIG 8.6 -0.25 -1.75/150 6P RX
73390567348,OAS ASTIG 8.6 -0.25 -1.75/160 6P RX
73390567349,OAS ASTIG 8.6 -0.25 -1.75/170 6P RX
73390567350,OAS ASTIG 8.6 -0.25 -1.75/180 6P RX
73390567351,OAS ASTIG 8.6 -0.50 -1.75/10 6P RX
73390567352,OAS ASTIG 8.6 -0.50 -1.75/20 6P RX
73390567353,OAS ASTIG 8.6 -0.50 -1.75/30 6P RX
73390567354,OAS ASTIG 8.6 -0.50 -1.75/40 6P RX
73390567355,OAS ASTIG 8.6 -0.50 -1.75/50 6P RX
73390567356,OAS ASTIG 8.6 -0.50 -1.75/60 6P RX
73390567357,OAS ASTIG 8.6 -0.50 -1.75/70 6P RX
73390567358,OAS ASTIG 8.6 -0.50 -1.75/80 6P RX
73390567359,OAS ASTIG 8.6 -0.50 -1.75/90 6P RX
73390567360,OAS ASTIG 8.6 -0.50 -1.75/100 6P RX
73390567361,OAS ASTIG 8.6 -0.50 -1.75/110 6P RX
73390567362,OAS ASTIG 8.6 -0.50 -1.75/120 6P RX
73390567363,OAS ASTIG 8.6 -0.50 -1.75/130 6P RX
73390567364,OAS ASTIG 8.6 -0.50 -1.75/140 6P RX
73390567365,OAS ASTIG 8.6 -0.50 -1.75/150 6P RX
73390567366,OAS ASTIG 8.6 -0.50 -1.75/160 6P RX
73390567367,OAS ASTIG 8.6 -0.50 -1.75/170 6P RX
73390567368,OAS ASTIG 8.6 -0.50 -1.75/180 6P RX
73390567369,OAS ASTIG 8.6 -0.75 -1.75/10 6P RX
73390567370,OAS ASTIG 8.6 -0.75 -1.75/20 6P RX
73390567371,OAS ASTIG 8.6 -0.75 -1.75/30 6P RX
73390567372,OAS ASTIG 8.6 -0.75 -1.75/40 6P RX
73390567373,OAS ASTIG 8.6 -0.75 -1.75/50 6P RX
73390567374,OAS ASTIG 8.6 -0.75 -1.75/60 6P RX
73390567375,OAS ASTIG 8.6 -0.75 -1.75/70 6P RX
73390567376,OAS ASTIG 8.6 -0.75 -1.75/80 6P RX
73390567377,OAS ASTIG 8.6 -0.75 -1.75/90 6P RX
73390567378,OAS ASTIG 8.6 -0.75 -1.75/100 6P RX
73390567379,OAS ASTIG 8.6 -0.75 -1.75/110 6P RX
73390567380,OAS ASTIG 8.6 -0.75 -1.75/120 6P RX
73390567381,OAS ASTIG 8.6 -0.75 -1.75/130 6P RX
73390567382,OAS ASTIG 8.6 -0.75 -1.75/140 6P RX
73390567383,OAS ASTIG 8.6 -0.75 -1.75/150 6P RX
73390567384,OAS ASTIG 8.6 -0.75 -1.75/160 6P RX
73390567385,OAS ASTIG 8.6 -0.75 -1.75/170 6P RX
73390567386,OAS ASTIG 8.6 -0.75 -1.75/180 6P RX
73390567387,OAS ASTIG 8.6 -1.00 -1.75/10 6P RX
73390567388,OAS ASTIG 8.6 -1.00 -1.75/20 6P RX
73390567389,OAS ASTIG 8.6 -1.00 -1.75/30 6P RX
73390567390,OAS ASTIG 8.6 -1.00 -1.75/40 6P RX
73390567391,OAS ASTIG 8.6 -1.00 -1.75/50 6P RX
73390567392,OAS ASTIG 8.6 -1.00 -1.75/60 6P RX
73390567393,OAS ASTIG 8.6 -1.00 -1.75/70 6P RX
73390567394,OAS ASTIG 8.6 -1.00 -1.75/80 6P RX
73390567395,OAS ASTIG 8.6 -1.00 -1.75/90 6P RX
73390567396,OAS ASTIG 8.6 -1.00 -1.75/100 6P RX
73390567397,OAS ASTIG 8.6 -1.00 -1.75/110 6P RX
73390567398,OAS ASTIG 8.6 -1.00 -1.75/120 6P RX
73390567399,OAS ASTIG 8.6 -1.00 -1.75/130 6P RX
73390567400,OAS ASTIG 8.6 -1.00 -1.75/140 6P RX
73390567401,OAS ASTIG 8.6 -1.00 -1.75/150 6P RX
73390567402,OAS ASTIG 8.6 -1.00 -1.75/160 6P RX
73390567403,OAS ASTIG 8.6 -1.00 -1.75/170 6P RX
73390567404,OAS ASTIG 8.6 -1.00 -1.75/180 6P RX
73390567405,OAS ASTIG 8.6 -1.25 -1.75/10 6P RX
73390567406,OAS ASTIG 8.6 -1.25 -1.75/20 6P RX
73390567407,OAS ASTIG 8.6 -1.25 -1.75/30 6P RX
73390567408,OAS ASTIG 8.6 -1.25 -1.75/40 6P RX
73390567409,OAS ASTIG 8.6 -1.25 -1.75/50 6P RX
73390567410,OAS ASTIG 8.6 -1.25 -1.75/60 6P RX
73390567411,OAS ASTIG 8.6 -1.25 -1.75/70 6P RX
73390567412,OAS ASTIG 8.6 -1.25 -1.75/80 6P RX
73390567413,OAS ASTIG 8.6 -1.25 -1.75/90 6P RX
73390567414,OAS ASTIG 8.6 -1.25 -1.75/100 6P RX
73390567415,OAS ASTIG 8.6 -1.25 -1.75/110 6P RX
73390567416,OAS ASTIG 8.6 -1.25 -1.75/120 6P RX
73390567417,OAS ASTIG 8.6 -1.25 -1.75/130 6P RX
73390567418,OAS ASTIG 8.6 -1.25 -1.75/140 6P RX
73390567419,OAS ASTIG 8.6 -1.25 -1.75/150 6P RX
73390567420,OAS ASTIG 8.6 -1.25 -1.75/160 6P RX
73390567421,OAS ASTIG 8.6 -1.25 -1.75/170 6P RX
73390567422,OAS ASTIG 8.6 -1.25 -1.75/180 6P RX
73390567423,OAS ASTIG 8.6 -1.50 -1.75/10 6P RX
73390567424,OAS ASTIG 8.6 -1.50 -1.75/20 6P RX
73390567425,OAS ASTIG 8.6 -1.50 -1.75/30 6P RX
73390567426,OAS ASTIG 8.6 -1.50 -1.75/40 6P RX
73390567427,OAS ASTIG 8.6 -1.50 -1.75/50 6P RX
73390567428,OAS ASTIG 8.6 -1.50 -1.75/60 6P RX
73390567429,OAS ASTIG 8.6 -1.50 -1.75/70 6P RX
73390567430,OAS ASTIG 8.6 -1.50 -1.75/80 6P RX
73390567431,OAS ASTIG 8.6 -1.50 -1.75/90 6P RX
73390567432,OAS ASTIG 8.6 -1.50 -1.75/100 6P RX
73390567433,OAS ASTIG 8.6 -1.50 -1.75/110 6P RX
73390567434,OAS ASTIG 8.6 -1.50 -1.75/120 6P RX
73390567435,OAS ASTIG 8.6 -1.50 -1.75/130 6P RX
73390567436,OAS ASTIG 8.6 -1.50 -1.75/140 6P RX
73390567437,OAS ASTIG 8.6 -1.50 -1.75/150 6P RX
73390567438,OAS ASTIG 8.6 -1.50 -1.75/160 6P RX
73390567439,OAS ASTIG 8.6 -1.50 -1.75/170 6P RX
73390567440,OAS ASTIG 8.6 -1.50 -1.75/180 6P RX
73390567441,OAS ASTIG 8.6 -1.75 -1.75/10 6P RX
73390567442,OAS ASTIG 8.6 -1.75 -1.75/20 6P RX
73390567443,OAS ASTIG 8.6 -1.75 -1.75/30 6P RX
73390567444,OAS ASTIG 8.6 -1.75 -1.75/40 6P RX
73390567445,OAS ASTIG 8.6 -1.75 -1.75/50 6P RX
73390567446,OAS ASTIG 8.6 -1.75 -1.75/60 6P RX
73390567447,OAS ASTIG 8.6 -1.75 -1.75/70 6P RX
73390567448,OAS ASTIG 8.6 -1.75 -1.75/80 6P RX
73390567449,OAS ASTIG 8.6 -1.75 -1.75/90 6P RX
73390567450,OAS ASTIG 8.6 -1.75 -1.75/100 6P RX
73390567451,OAS ASTIG 8.6 -1.75 -1.75/110 6P RX
73390567452,OAS ASTIG 8.6 -1.75 -1.75/120 6P RX
73390567453,OAS ASTIG 8.6 -1.75 -1.75/130 6P RX
73390567454,OAS ASTIG 8.6 -1.75 -1.75/140 6P RX
73390567455,OAS ASTIG 8.6 -1.75 -1.75/150 6P RX
73390567456,OAS ASTIG 8.6 -1.75 -1.75/160 6P RX
73390567457,OAS ASTIG 8.6 -1.75 -1.75/170 6P RX
73390567458,OAS ASTIG 8.6 -1.75 -1.75/180 6P RX
73390567459,OAS ASTIG 8.6 -2.00 -1.75/10 6P RX
73390567460,OAS ASTIG 8.6 -2.00 -1.75/20 6P RX
73390567461,OAS ASTIG 8.6 -2.00 -1.75/30 6P RX
73390567462,OAS ASTIG 8.6 -2.00 -1.75/40 6P RX
73390567463,OAS ASTIG 8.6 -2.00 -1.75/50 6P RX
73390567464,OAS ASTIG 8.6 -2.00 -1.75/60 6P RX
73390567465,OAS ASTIG 8.6 -2.00 -1.75/70 6P RX
73390567466,OAS ASTIG 8.6 -2.00 -1.75/80 6P RX
73390567467,OAS ASTIG 8.6 -2.00 -1.75/90 6P RX
73390567468,OAS ASTIG 8.6 -2.00 -1.75/100 6P RX
73390567469,OAS ASTIG 8.6 -2.00 -1.75/110 6P RX
73390567470,OAS ASTIG 8.6 -2.00 -1.75/120 6P RX
73390567471,OAS ASTIG 8.6 -2.00 -1.75/130 6P RX
73390567472,OAS ASTIG 8.6 -2.00 -1.75/140 6P RX
73390567473,OAS ASTIG 8.6 -2.00 -1.75/150 6P RX
73390567474,OAS ASTIG 8.6 -2.00 -1.75/160 6P RX
73390567475,OAS ASTIG 8.6 -2.00 -1.75/170 6P RX
73390567476,OAS ASTIG 8.6 -2.00 -1.75/180 6P RX
73390567477,OAS ASTIG 8.6 -2.25 -1.75/10 6P RX
73390567478,OAS ASTIG 8.6 -2.25 -1.75/20 6P RX
73390567479,OAS ASTIG 8.6 -2.25 -1.75/30 6P RX
73390567480,OAS ASTIG 8.6 -2.25 -1.75/40 6P RX
73390567481,OAS ASTIG 8.6 -2.25 -1.75/50 6P RX
73390567482,OAS ASTIG 8.6 -2.25 -1.75/60 6P RX
73390567483,OAS ASTIG 8.6 -2.25 -1.75/70 6P RX
73390567484,OAS ASTIG 8.6 -2.25 -1.75/80 6P RX
73390567485,OAS ASTIG 8.6 -2.25 -1.75/90 6P RX
73390567486,OAS ASTIG 8.6 -2.25 -1.75/100 6P RX
73390567487,OAS ASTIG 8.6 -2.25 -1.75/110 6P RX
73390567488,OAS ASTIG 8.6 -2.25 -1.75/120 6P RX
73390567489,OAS ASTIG 8.6 -2.25 -1.75/130 6P RX
73390567490,OAS ASTIG 8.6 -2.25 -1.75/140 6P RX
73390567491,OAS ASTIG 8.6 -2.25 -1.75/150 6P RX
73390567492,OAS ASTIG 8.6 -2.25 -1.75/160 6P RX
73390567493,OAS ASTIG 8.6 -2.25 -1.75/170 6P RX
73390567494,OAS ASTIG 8.6 -2.25 -1.75/180 6P RX
73390567495,OAS ASTIG 8.6 -2.50 -1.75/10 6P RX
73390567496,OAS ASTIG 8.6 -2.50 -1.75/20 6P RX
73390567497,OAS ASTIG 8.6 -2.50 -1.75/30 6P RX
73390567498,OAS ASTIG 8.6 -2.50 -1.75/40 6P RX
73390567499,OAS ASTIG 8.6 -2.50 -1.75/50 6P RX
73390567500,OAS ASTIG 8.6 -2.50 -1.75/60 6P RX
73390567501,OAS ASTIG 8.6 -2.50 -1.75/70 6P RX
73390567502,OAS ASTIG 8.6 -2.50 -1.75/80 6P RX
73390567503,OAS ASTIG 8.6 -2.50 -1.75/90 6P RX
73390567504,OAS ASTIG 8.6 -2.50 -1.75/100 6P RX
73390567505,OAS ASTIG 8.6 -2.50 -1.75/110 6P RX
73390567506,OAS ASTIG 8.6 -2.50 -1.75/120 6P RX
73390567507,OAS ASTIG 8.6 -2.50 -1.75/130 6P RX
73390567508,OAS ASTIG 8.6 -2.50 -1.75/140 6P RX
73390567509,OAS ASTIG 8.6 -2.50 -1.75/150 6P RX
73390567510,OAS ASTIG 8.6 -2.50 -1.75/160 6P RX
73390567511,OAS ASTIG 8.6 -2.50 -1.75/170 6P RX
73390567512,OAS ASTIG 8.6 -2.50 -1.75/180 6P RX
73390567513,OAS ASTIG 8.6 -2.75 -1.75/10 6P RX
73390567514,OAS ASTIG 8.6 -2.75 -1.75/20 6P RX
73390567515,OAS ASTIG 8.6 -2.75 -1.75/30 6P RX
73390567516,OAS ASTIG 8.6 -2.75 -1.75/40 6P RX
73390567517,OAS ASTIG 8.6 -2.75 -1.75/50 6P RX
73390567518,OAS ASTIG 8.6 -2.75 -1.75/60 6P RX
73390567519,OAS ASTIG 8.6 -2.75 -1.75/70 6P RX
73390567520,OAS ASTIG 8.6 -2.75 -1.75/80 6P RX
73390567521,OAS ASTIG 8.6 -2.75 -1.75/90 6P RX
73390567522,OAS ASTIG 8.6 -2.75 -1.75/100 6P RX
73390567523,OAS ASTIG 8.6 -2.75 -1.75/110 6P RX
73390567524,OAS ASTIG 8.6 -2.75 -1.75/120 6P RX
73390567525,OAS ASTIG 8.6 -2.75 -1.75/130 6P RX
73390567526,OAS ASTIG 8.6 -2.75 -1.75/140 6P RX
73390567527,OAS ASTIG 8.6 -2.75 -1.75/150 6P RX
73390567528,OAS ASTIG 8.6 -2.75 -1.75/160 6P RX
73390567529,OAS ASTIG 8.6 -2.75 -1.75/170 6P RX
73390567530,OAS ASTIG 8.6 -2.75 -1.75/180 6P RX
73390567531,OAS ASTIG 8.6 -3.00 -1.75/10 6P RX
73390567532,OAS ASTIG 8.6 -3.00 -1.75/20 6P RX
73390567533,OAS ASTIG 8.6 -3.00 -1.75/30 6P RX
73390567534,OAS ASTIG 8.6 -3.00 -1.75/40 6P RX
73390567535,OAS ASTIG 8.6 -3.00 -1.75/50 6P RX
73390567536,OAS ASTIG 8.6 -3.00 -1.75/60 6P RX
73390567537,OAS ASTIG 8.6 -3.00 -1.75/70 6P RX
73390567538,OAS ASTIG 8.6 -3.00 -1.75/80 6P RX
73390567539,OAS ASTIG 8.6 -3.00 -1.75/90 6P RX
73390567540,OAS ASTIG 8.6 -3.00 -1.75/100 6P RX
73390567541,OAS ASTIG 8.6 -3.00 -1.75/110 6P RX
73390567542,OAS ASTIG 8.6 -3.00 -1.75/120 6P RX
73390567543,OAS ASTIG 8.6 -3.00 -1.75/130 6P RX
73390567544,OAS ASTIG 8.6 -3.00 -1.75/140 6P RX
73390567545,OAS ASTIG 8.6 -3.00 -1.75/150 6P RX
73390567546,OAS ASTIG 8.6 -3.00 -1.75/160 6P RX
73390567547,OAS ASTIG 8.6 -3.00 -1.75/170 6P RX
73390567548,OAS ASTIG 8.6 -3.00 -1.75/180 6P RX
73390567549,OAS ASTIG 8.6 -3.25 -1.75/10 6P RX
73390567550,OAS ASTIG 8.6 -3.25 -1.75/20 6P RX
73390567551,OAS ASTIG 8.6 -3.25 -1.75/30 6P RX
73390567552,OAS ASTIG 8.6 -3.25 -1.75/40 6P RX
73390567553,OAS ASTIG 8.6 -3.25 -1.75/50 6P RX
73390567554,OAS ASTIG 8.6 -3.25 -1.75/60 6P RX
73390567555,OAS ASTIG 8.6 -3.25 -1.75/70 6P RX
73390567556,OAS ASTIG 8.6 -3.25 -1.75/80 6P RX
73390567557,OAS ASTIG 8.6 -3.25 -1.75/90 6P RX
73390567558,OAS ASTIG 8.6 -3.25 -1.75/100 6P RX
73390567559,OAS ASTIG 8.6 -3.25 -1.75/110 6P RX
73390567560,OAS ASTIG 8.6 -3.25 -1.75/120 6P RX
73390567561,OAS ASTIG 8.6 -3.25 -1.75/130 6P RX
73390567562,OAS ASTIG 8.6 -3.25 -1.75/140 6P RX
73390567563,OAS ASTIG 8.6 -3.25 -1.75/150 6P RX
73390567564,OAS ASTIG 8.6 -3.25 -1.75/160 6P RX
73390567565,OAS ASTIG 8.6 -3.25 -1.75/170 6P RX
73390567566,OAS ASTIG 8.6 -3.25 -1.75/180 6P RX
73390567567,OAS ASTIG 8.6 -3.50 -1.75/10 6P RX
73390567568,OAS ASTIG 8.6 -3.50 -1.75/20 6P RX
73390567569,OAS ASTIG 8.6 -3.50 -1.75/30 6P RX
73390567570,OAS ASTIG 8.6 -3.50 -1.75/40 6P RX
73390567571,OAS ASTIG 8.6 -3.50 -1.75/50 6P RX
73390567572,OAS ASTIG 8.6 -3.50 -1.75/60 6P RX
73390567573,OAS ASTIG 8.6 -3.50 -1.75/70 6P RX
73390567574,OAS ASTIG 8.6 -3.50 -1.75/80 6P RX
73390567575,OAS ASTIG 8.6 -3.50 -1.75/90 6P RX
73390567576,OAS ASTIG 8.6 -3.50 -1.75/100 6P RX
73390567577,OAS ASTIG 8.6 -3.50 -1.75/110 6P RX
73390567578,OAS ASTIG 8.6 -3.50 -1.75/120 6P RX
73390567579,OAS ASTIG 8.6 -3.50 -1.75/130 6P RX
73390567580,OAS ASTIG 8.6 -3.50 -1.75/140 6P RX
73390567581,OAS ASTIG 8.6 -3.50 -1.75/150 6P RX
73390567582,OAS ASTIG 8.6 -3.50 -1.75/160 6P RX
73390567583,OAS ASTIG 8.6 -3.50 -1.75/170 6P RX
73390567584,OAS ASTIG 8.6 -3.50 -1.75/180 6P RX
73390567585,OAS ASTIG 8.6 -3.75 -1.75/10 6P RX
73390567586,OAS ASTIG 8.6 -3.75 -1.75/20 6P RX
73390567587,OAS ASTIG 8.6 -3.75 -1.75/30 6P RX
73390567588,OAS ASTIG 8.6 -3.75 -1.75/40 6P RX
73390567589,OAS ASTIG 8.6 -3.75 -1.75/50 6P RX
73390567590,OAS ASTIG 8.6 -3.75 -1.75/60 6P RX
73390567591,OAS ASTIG 8.6 -3.75 -1.75/70 6P RX
73390567592,OAS ASTIG 8.6 -3.75 -1.75/80 6P RX
73390567593,OAS ASTIG 8.6 -3.75 -1.75/90 6P RX
73390567594,OAS ASTIG 8.6 -3.75 -1.75/100 6P RX
73390567595,OAS ASTIG 8.6 -3.75 -1.75/110 6P RX
73390567596,OAS ASTIG 8.6 -3.75 -1.75/120 6P RX
73390567597,OAS ASTIG 8.6 -3.75 -1.75/130 6P RX
73390567598,OAS ASTIG 8.6 -3.75 -1.75/140 6P RX
73390567599,OAS ASTIG 8.6 -3.75 -1.75/150 6P RX
73390567600,OAS ASTIG 8.6 -3.75 -1.75/160 6P RX
73390567601,OAS ASTIG 8.6 -3.75 -1.75/170 6P RX
73390567602,OAS ASTIG 8.6 -3.75 -1.75/180 6P RX
73390567603,OAS ASTIG 8.6 -4.00 -1.75/10 6P RX
73390567604,OAS ASTIG 8.6 -4.00 -1.75/20 6P RX
73390567605,OAS ASTIG 8.6 -4.00 -1.75/30 6P RX
73390567606,OAS ASTIG 8.6 -4.00 -1.75/40 6P RX
73390567607,OAS ASTIG 8.6 -4.00 -1.75/50 6P RX
73390567608,OAS ASTIG 8.6 -4.00 -1.75/60 6P RX
73390567609,OAS ASTIG 8.6 -4.00 -1.75/70 6P RX
73390567610,OAS ASTIG 8.6 -4.00 -1.75/80 6P RX
73390567611,OAS ASTIG 8.6 -4.00 -1.75/90 6P RX
73390567612,OAS ASTIG 8.6 -4.00 -1.75/100 6P RX
73390567613,OAS ASTIG 8.6 -4.00 -1.75/110 6P RX
73390567614,OAS ASTIG 8.6 -4.00 -1.75/120 6P RX
73390567615,OAS ASTIG 8.6 -4.00 -1.75/130 6P RX
73390567616,OAS ASTIG 8.6 -4.00 -1.75/140 6P RX
73390567617,OAS ASTIG 8.6 -4.00 -1.75/150 6P RX
73390567618,OAS ASTIG 8.6 -4.00 -1.75/160 6P RX
73390567619,OAS ASTIG 8.6 -4.00 -1.75/170 6P RX
73390567620,OAS ASTIG 8.6 -4.00 -1.75/180 6P RX
73390567621,OAS ASTIG 8.6 -4.25 -1.75/10 6P RX
73390567622,OAS ASTIG 8.6 -4.25 -1.75/20 6P RX
73390567623,OAS ASTIG 8.6 -4.25 -1.75/30 6P RX
73390567624,OAS ASTIG 8.6 -4.25 -1.75/40 6P RX
73390567625,OAS ASTIG 8.6 -4.25 -1.75/50 6P RX
73390567626,OAS ASTIG 8.6 -4.25 -1.75/60 6P RX
73390567627,OAS ASTIG 8.6 -4.25 -1.75/70 6P RX
73390567628,OAS ASTIG 8.6 -4.25 -1.75/80 6P RX
73390567629,OAS ASTIG 8.6 -4.25 -1.75/90 6P RX
73390567630,OAS ASTIG 8.6 -4.25 -1.75/100 6P RX
73390567631,OAS ASTIG 8.6 -4.25 -1.75/110 6P RX
73390567632,OAS ASTIG 8.6 -4.25 -1.75/120 6P RX
73390567633,OAS ASTIG 8.6 -4.25 -1.75/130 6P RX
73390567634,OAS ASTIG 8.6 -4.25 -1.75/140 6P RX
73390567635,OAS ASTIG 8.6 -4.25 -1.75/150 6P RX
73390567636,OAS ASTIG 8.6 -4.25 -1.75/160 6P RX
73390567637,OAS ASTIG 8.6 -4.25 -1.75/170 6P RX
73390567638,OAS ASTIG 8.6 -4.25 -1.75/180 6P RX
73390567639,OAS ASTIG 8.6 -4.50 -1.75/10 6P RX
73390567640,OAS ASTIG 8.6 -4.50 -1.75/20 6P RX
73390567641,OAS ASTIG 8.6 -4.50 -1.75/30 6P RX
73390567642,OAS ASTIG 8.6 -4.50 -1.75/40 6P RX
73390567643,OAS ASTIG 8.6 -4.50 -1.75/50 6P RX
73390567644,OAS ASTIG 8.6 -4.50 -1.75/60 6P RX
73390567645,OAS ASTIG 8.6 -4.50 -1.75/70 6P RX
73390567646,OAS ASTIG 8.6 -4.50 -1.75/80 6P RX
73390567647,OAS ASTIG 8.6 -4.50 -1.75/90 6P RX
73390567648,OAS ASTIG 8.6 -4.50 -1.75/100 6P RX
73390567649,OAS ASTIG 8.6 -4.50 -1.75/110 6P RX
73390567650,OAS ASTIG 8.6 -4.50 -1.75/120 6P RX
73390567651,OAS ASTIG 8.6 -4.50 -1.75/130 6P RX
73390567652,OAS ASTIG 8.6 -4.50 -1.75/140 6P RX
73390567653,OAS ASTIG 8.6 -4.50 -1.75/150 6P RX
73390567654,OAS ASTIG 8.6 -4.50 -1.75/160 6P RX
73390567655,OAS ASTIG 8.6 -4.50 -1.75/170 6P RX
73390567656,OAS ASTIG 8.6 -4.50 -1.75/180 6P RX
73390567657,OAS ASTIG 8.6 -4.75 -1.75/10 6P RX
73390567658,OAS ASTIG 8.6 -4.75 -1.75/20 6P RX
73390567659,OAS ASTIG 8.6 -4.75 -1.75/30 6P RX
73390567660,OAS ASTIG 8.6 -4.75 -1.75/40 6P RX
73390567661,OAS ASTIG 8.6 -4.75 -1.75/50 6P RX
73390567662,OAS ASTIG 8.6 -4.75 -1.75/60 6P RX
73390567663,OAS ASTIG 8.6 -4.75 -1.75/70 6P RX
73390567664,OAS ASTIG 8.6 -4.75 -1.75/80 6P RX
73390567665,OAS ASTIG 8.6 -4.75 -1.75/90 6P RX
73390567666,OAS ASTIG 8.6 -4.75 -1.75/100 6P RX
73390567667,OAS ASTIG 8.6 -4.75 -1.75/110 6P RX
73390567668,OAS ASTIG 8.6 -4.75 -1.75/120 6P RX
73390567669,OAS ASTIG 8.6 -4.75 -1.75/130 6P RX
73390567670,OAS ASTIG 8.6 -4.75 -1.75/140 6P RX
73390567671,OAS ASTIG 8.6 -4.75 -1.75/150 6P RX
73390567672,OAS ASTIG 8.6 -4.75 -1.75/160 6P RX
73390567673,OAS ASTIG 8.6 -4.75 -1.75/170 6P RX
73390567674,OAS ASTIG 8.6 -4.75 -1.75/180 6P RX
73390567675,OAS ASTIG 8.6 -5.00 -1.75/10 6P RX
73390567676,OAS ASTIG 8.6 -5.00 -1.75/20 6P RX
73390567677,OAS ASTIG 8.6 -5.00 -1.75/30 6P RX
73390567678,OAS ASTIG 8.6 -5.00 -1.75/40 6P RX
73390567679,OAS ASTIG 8.6 -5.00 -1.75/50 6P RX
73390567680,OAS ASTIG 8.6 -5.00 -1.75/60 6P RX
73390567681,OAS ASTIG 8.6 -5.00 -1.75/70 6P RX
73390567682,OAS ASTIG 8.6 -5.00 -1.75/80 6P RX
73390567683,OAS ASTIG 8.6 -5.00 -1.75/90 6P RX
73390567684,OAS ASTIG 8.6 -5.00 -1.75/100 6P RX
73390567685,OAS ASTIG 8.6 -5.00 -1.75/110 6P RX
73390567686,OAS ASTIG 8.6 -5.00 -1.75/120 6P RX
73390567687,OAS ASTIG 8.6 -5.00 -1.75/130 6P RX
73390567688,OAS ASTIG 8.6 -5.00 -1.75/140 6P RX
73390567689,OAS ASTIG 8.6 -5.00 -1.75/150 6P RX
73390567690,OAS ASTIG 8.6 -5.00 -1.75/160 6P RX
73390567691,OAS ASTIG 8.6 -5.00 -1.75/170 6P RX
73390567692,OAS ASTIG 8.6 -5.00 -1.75/180 6P RX
73390567693,OAS ASTIG 8.6 -5.25 -1.75/10 6P RX
73390567694,OAS ASTIG 8.6 -5.25 -1.75/20 6P RX
73390567695,OAS ASTIG 8.6 -5.25 -1.75/30 6P RX
73390567696,OAS ASTIG 8.6 -5.25 -1.75/40 6P RX
73390567697,OAS ASTIG 8.6 -5.25 -1.75/50 6P RX
73390567698,OAS ASTIG 8.6 -5.25 -1.75/60 6P RX
73390567699,OAS ASTIG 8.6 -5.25 -1.75/70 6P RX
73390567700,OAS ASTIG 8.6 -5.25 -1.75/80 6P RX
73390567701,OAS ASTIG 8.6 -5.25 -1.75/90 6P RX
73390567702,OAS ASTIG 8.6 -5.25 -1.75/100 6P RX
73390567703,OAS ASTIG 8.6 -5.25 -1.75/110 6P RX
73390567704,OAS ASTIG 8.6 -5.25 -1.75/120 6P RX
73390567705,OAS ASTIG 8.6 -5.25 -1.75/130 6P RX
73390567706,OAS ASTIG 8.6 -5.25 -1.75/140 6P RX
73390567707,OAS ASTIG 8.6 -5.25 -1.75/150 6P RX
73390567708,OAS ASTIG 8.6 -5.25 -1.75/160 6P RX
73390567709,OAS ASTIG 8.6 -5.25 -1.75/170 6P RX
73390567710,OAS ASTIG 8.6 -5.25 -1.75/180 6P RX
73390567711,OAS ASTIG 8.6 -5.50 -1.75/10 6P RX
73390567712,OAS ASTIG 8.6 -5.50 -1.75/20 6P RX
73390567713,OAS ASTIG 8.6 -5.50 -1.75/30 6P RX
73390567714,OAS ASTIG 8.6 -5.50 -1.75/40 6P RX
73390567715,OAS ASTIG 8.6 -5.50 -1.75/50 6P RX
73390567716,OAS ASTIG 8.6 -5.50 -1.75/60 6P RX
73390567717,OAS ASTIG 8.6 -5.50 -1.75/70 6P RX
73390567718,OAS ASTIG 8.6 -5.50 -1.75/80 6P RX
73390567719,OAS ASTIG 8.6 -5.50 -1.75/90 6P RX
73390567720,OAS ASTIG 8.6 -5.50 -1.75/100 6P RX
73390567721,OAS ASTIG 8.6 -5.50 -1.75/110 6P RX
73390567722,OAS ASTIG 8.6 -5.50 -1.75/120 6P RX
73390567723,OAS ASTIG 8.6 -5.50 -1.75/130 6P RX
73390567724,OAS ASTIG 8.6 -5.50 -1.75/140 6P RX
73390567725,OAS ASTIG 8.6 -5.50 -1.75/150 6P RX
73390567726,OAS ASTIG 8.6 -5.50 -1.75/160 6P RX
73390567727,OAS ASTIG 8.6 -5.50 -1.75/170 6P RX
73390567728,OAS ASTIG 8.6 -5.50 -1.75/180 6P RX
73390567729,OAS ASTIG 8.6 -5.75 -1.75/10 6P RX
73390567730,OAS ASTIG 8.6 -5.75 -1.75/20 6P RX
73390567731,OAS ASTIG 8.6 -5.75 -1.75/30 6P RX
73390567732,OAS ASTIG 8.6 -5.75 -1.75/40 6P RX
73390567733,OAS ASTIG 8.6 -5.75 -1.75/50 6P RX
73390567734,OAS ASTIG 8.6 -5.75 -1.75/60 6P RX
73390567735,OAS ASTIG 8.6 -5.75 -1.75/70 6P RX
73390567736,OAS ASTIG 8.6 -5.75 -1.75/80 6P RX
73390567737,OAS ASTIG 8.6 -5.75 -1.75/90 6P RX
73390567738,OAS ASTIG 8.6 -5.75 -1.75/100 6P RX
73390567739,OAS ASTIG 8.6 -5.75 -1.75/110 6P RX
73390567740,OAS ASTIG 8.6 -5.75 -1.75/120 6P RX
